File,URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN SQ METRE,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS,TIMESTAMP
rotterdam_4.csv,https://www.pararius.com/apartment-for-rent/rotterdam/0467dcb0/1e-middellandstraat,Apartment 1e Middellandstraat,3021 BB (Middelland),1195,86,3,Upholstered,"Located on the edge of the center you will find this spacious 3-room house. The house is located on a wide, cozy and lively street with many shops. Public transport, schools, roads, etc. are in the immediate vicinity.",05-08-2022,Not available to book,Specifics are not available,Upkeep is not available,232,Apartment,Existing building,1903,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/0467dcb0/rotterdam/rent-an-apartment-rotterdam/request-details,2022-08-06 14:29:28
rotterdam_8.csv,https://www.pararius.com/apartment-for-rent/rotterdam/b90079cc/joost-van-geelstraat,Apartment Joost van Geelstraat,3021 VK (Middelland),1275,70,3,Upholstered,Beautiful upholstered apartment with balcony for rent in Rotterdam with 2 bedrooms in the Middelland district.,10-08-2022,consultation,Specifics are not available,Good,217,Apartment,Existing building,1903,Location type is not available,2,1,1,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/b90079cc/rotterdam/voorberg-nvm-makelaars/request-details,2022-08-10 21:30:26
rotterdam_8.csv,https://www.pararius.com/apartment-for-rent/rotterdam/bd7cf4e7/walenburgerweg,Apartment Walenburgerweg,3039 AD (Provenierswijk),1750,84,2,Furnished,"Beautiful newly build fully furnished short-stay apartment available. Located close to central station, the city center and all other things the city has to offer. ",10-08-2022,Not available to book,Specifics are not available,Good,245,Apartment,Existing building,1903,in a residential area,1,1,1,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/bd7cf4e7/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-10 21:30:36
rotterdam_28.csv,https://www.pararius.com/house-for-rent/rotterdam/7fb34783/straatweg,House Straatweg,3051 BM (Hillegersberg Zuid),1650,70,3,Furnished,Neatly furnished ground floor apartment located on the popular Straatweg in Hillegersberg. This 2 bedroom apartment with garden at the rear is located on the ground floor and has its own entrance. Near shops and public transport. Rotterdam North station is 600m away.   ,01-09-2022,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,1903,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Not present,Present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/7fb34783/rotterdam/rotterdam-apartments/request-details,2022-09-02
rotterdam_28.csv,https://www.pararius.com/apartment-for-rent/rotterdam/72a157a8/joost-van-geelstraat,Apartment Joost van Geelstraat,3021 VK (Middelland),1300,70,2,Upholstered,Beautiful upholstered apartment with balcony for rent in Rotterdam with 1 bedroom in the Middelland district.,01-09-2022,consultation,Specifics are not available,Good,217,Apartment,Existing building,1903,Location type is not available,1,1,1,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/72a157a8/rotterdam/voorberg-nvm-makelaars/request-details,2022-09-02
rotterdam_28.csv,https://www.pararius.com/apartment-for-rent/rotterdam/1b757c3f/joost-van-geelstraat,Apartment Joost van Geelstraat,3021 VJ (Middelland),1350,70,3,Upholstered,Beautiful upholstered apartment with balcony for rent in Rotterdam with 2 bedrooms in the Middelland district.,01-09-2022,consultation,Specifics are not available,Good,217,Apartment,Existing building,1903,Location type is not available,2,1,1,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/1b757c3f/rotterdam/voorberg-nvm-makelaars/request-details,2022-09-02
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/d0171fb4/statenweg,Apartment Statenweg 109 C,3039 HJ (Blijdorp),1495,74,3,Upholstered,Beautiful apartment with balcony for rent in Rotterdam with 2 bedrooms in the Blijdorp district.,27-07-2022,consultation,Specifics are not available,Good,251,Apartment,Existing building,1904,in a residential area,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/d0171fb4/rotterdam/ooms-makelaars-woningen/request-details,2022-08-03 17:38:47
rotterdam_1.csv,https://www.pararius.com/house-for-rent/rotterdam/bd3700ec/zwijndrechtsestraat,House Zwijndrechtsestraat,3073 RK (Bloemhof),1295,72,3,Furnished,Beautiful furnished house for rent in Rotterdam with 2 bedrooms in the Bloemhof district.,6 weeks,consultation,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,1904,in a residential area,2,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/bd3700ec/rotterdam/rotsvast-rotterdam/request-details,2022-08-03 17:42:31
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/5081546f/oostzeedijk-beneden,Apartment Oostzeedijk Beneden 29 B,3062 VK (Kralingen Oost),1495,68,3,Interior is not available,"Turn key 3 room apartment on the Oostzeedijk below 29B Kralingen! The house has been completely renovated and insulated. Spacious living room with French balcony, new kitchen with all necessary equipment, lovely bathroom and 2 bedrooms. The house has plastered walls, new laminate floor with subfloor and high skirting boards.",2 weeks,consultation,Specifics are not available,Upkeep is not available,183,Apartment,Existing building,1904,in a residential area,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/5081546f/rotterdam/rent-a-stone/request-details,2022-08-03 17:46:34
rotterdam_16.csv,https://www.pararius.com/apartment-for-rent/rotterdam/9ad74f4b/oostmaasstraat,Apartment Oostmaasstraat 29 B,3061 ZP (Kralingen West),2000,100,4,Interior is not available,Looking for a beautifully renovated double upper house in Kralingen?,18-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,280,Apartment,Existing building,1904,On a quiet road,3,1,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/9ad74f4b/rotterdam/rent-a-stone/request-details,2022-08-19 00:05:41
rotterdam_17.csv,https://www.pararius.com/apartment-for-rent/rotterdam/5f070574/hooidrift,Apartment Hooidrift,3023 KV (Nieuwe Westen),1295,35,2,Upholstered,Unfurnished 2 room apartment in a quiet side street of the Mathenesserlaan. Various shops and eateries within walking distance and you can reach the center of Rotterdam within 10 minutes by bike or public transport.   ,19-08-2022,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1904,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Not present,Present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/5f070574/rotterdam/rotterdam-apartments/request-details,2022-08-21 00:29:45
rotterdam_21.csv,https://www.pararius.com/house-for-rent/rotterdam/02dee636/zwijndrechtsestraat,House Zwijndrechtsestraat,3073 RK (Bloemhof),1250,90,4,Upholstered,"ONLY STUDENTS DIRECTLY FOR RENT 4-ROOM HOUSE WITH GARDEN €1250,00 excluding g/w/e, TV, internet and local taxes. This attractive terraced house is located in Rotterdam South in the 'Feijenoord' district. The house has 4 bedrooms, a separate kitchen and a bathroom on the ground floor. Nearby are various amenities such as public transport, schools and shops.",25-08-2022,consultation,Specifics are not available,Good,198,House,Existing building,1904,in a residential area,4,1,2,Details of balcony is not available,Present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/02dee636/rotterdam/marktpand/request-details,25-08-2022 21:40
rotterdam_1.csv,https://www.pararius.com/house-for-rent/rotterdam/7217dd9c/overschiese-kleiweg,House Overschiese Kleiweg,3045 LJ (Zestienhoven),4500,334,5,Upholstered or furnished,Completely restored farmhouse on a generous plot of 600 m2 of private land.   ,4 weeks,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,1905,Location type is not available,4,2,Number of floors is not available,Present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/7217dd9c/rotterdam/additio-admin/request-details,2022-08-03 17:41:52
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/83ce24a8/s-gravendijkwal,Apartment 's-Gravendijkwal,3021 EE (Middelland),1590,130,4,Upholstered,Are you looking for a unique apartment?,7 weeks,Not available to book,Specifics are not available,Reasonable,330,Apartment,Existing building,1905,In the city centre,3,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/83ce24a8/rotterdam/expat-housing-rotterdam/request-details,2022-08-03 17:42:51
rotterdam_3.csv,https://www.pararius.com/apartment-for-rent/rotterdam/146e3616/ijsclubstraat,Apartment IJsclubstraat 66 A2,3061 GV (Kralingen West),1600,84,3,Upholstered or furnished,Lovely furnished or upholstered apartment for rent in Rotterdam with 2 bedrooms in the Kralingen West district.,05-08-2022,Not available to book,Specifics are not available,Excellent,252,Apartment,Existing building,1905,Location type is not available,2,Number of bathrooms is not available,2,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/146e3616/rotterdam/kolpa-van-der-hoek-makelaars/request-details,05-08-2022 18:47
rotterdam_14.csv,https://www.pararius.com/apartment-for-rent/rotterdam/7a9a9b10/roo-valkstraat,Apartment Roo-Valkstraat 28 A,3032 RE (Agniesebuurt),1850,134,4,Shell,Conveniently located apartment for rent in Rotterdam with 3 bedrooms in the Agniesebuurt district.,16-08-2022,01-10-2022,Specifics are not available,Excellent,375,Apartment,Existing building,1905,Location type is not available,3,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/7a9a9b10/rotterdam/real-estate/request-details,2022-08-17 00:23:10
